ID_Pedido,Fecha_Pedido,Ciudad_Destino,Zona_Entrega,Tipo_Flor,Variedad_Flor,Calidad_Producto,Cantidad_Tallos,Precio_Unitario_USD,Canal_Venta,Cliente_Corporativo,Metodo_Pago,Estado_Pedido,Costo_Envio_USD,Tipo_Empaque,Peso_Kg,Temperatura_Contenedor_C,Humedad_Relativa_Pct,Dias_En_Florero_Garantizados,Codigo_Arancelario,Inspeccion_Fitosanitaria,Sello_Sostenibilidad,Id_Cultivo_Origen,Calificacion_Cliente,Comentario_Cliente_PQRS,Dias_Atraso_Entrega,Diferencia_Tallos_Facturados_vs_Recibidos,Alerta_Ruptura_Cadena_Frio,Requiere_Soporte_Legal_Aduana,Total_Venta_USD,Categoria_PQRS_Validada
FAC-100075,2026-03-30,Cali,Palmira,Clavel,Clavel Exportación,Premium,1776,0.86,Mercado Local,Cliente_44,Efectivo,Pendiente,300.55,Caja Master,42.18,4.7,76,21,0603.11.00,Aprobado,Ninguno,FINCA-2,2,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,1827.91,Reclamo
FAC-100076,2026-03-18,Cali,Zona Industrial,Orquídea,Orquídea Exportación,Premium,3348,0.18,Exportación Europa,Cliente_40,Tarjeta de Crédito,Retenido en Aduana,104.23,Caja Master,65.09,4.3,94,17,0603.12.00,Rechazado,Florverde,FINCA-5,2,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,SI,706.87,Petición
FAC-100077,2025-07-05,Cali,Zona Industrial,Hortensia,Hortensia Exportación,Estándar,192,0.53,E-commerce,Cliente_26,PayPal,Pendiente,276.35,Ramo Individual,53.91,6.3,84,16,0603.11.00,Rechazado,Ninguno,FINCA-1,3,El asesor comercial fue grosero al teléfono,7,0,SI,SI,378.11,Reclamo
FAC-100078,2025-10-23,Medellín,Rionegro,Hortensia,Hortensia Exportación,Segunda,1944,2.45,Mercado Local,Cliente_36,Tarjeta de Crédito,En Tránsito,262.85,Caja Master,21.03,4.8,90,8,0603.11.00,Aprobado,Florverde,FINCA-1,3,La rosa llegó marchita y sin cadena de frío,0,0,NO,NO,5025.65,Reclamo
FAC-100079,2025-04-09,Cali,Zona Industrial,Crisantemo,Crisantemo Exportación,Premium,2064,1.78,Distribuidor Mayorista,Cliente_17,Transferencia Bancaria,Cancelado,246.1,Procon (Balde),23.45,2.8,93,15,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,5,Faltaron 5 docenas de claveles en la caja master,0,0,NO,NO,3920.02,Sugerencia
FAC-100080,2025-12-27,Pereira,Zona Cafetera,Clavel,Clavel Exportación,Segunda,5736,0.5,E-commerce,Cliente_27,Transferencia Bancaria,Cancelado,58.68,Caja Master,64.99,3.9,82,14,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,4,Demora de más de 3 horas en la línea de atención,7,48,SI,NO,2926.68,Reclamo
FAC-100081,2025-02-05,Cali,Yumbo,Astromelia,Astromelia Exportación,Segunda,372,1.41,Exportación Europa,Cliente_3,Efectivo,Retenido en Aduana,92.31,Ramo Individual,63.65,3.9,96,8,0603.12.00,Rechazado,Ninguno,FINCA-3,1,Solicito copia del certificado fitosanitario de exportación,0,0,NO,SI,616.83,Petición
FAC-100082,2025-01-24,Medellín,Guarne,Hortensia,Hortensia Exportación,Estándar,2964,2.12,E-commerce,Cliente_18,Transferencia Bancaria,En Tránsito,91.87,Caja Master,40.99,5.8,95,15,0603.11.00,Aprobado,Florverde,FINCA-2,4,Sugiero habilitar pagos con criptomonedas para exportación,0,0,NO,NO,6375.55,Sugerencia
FAC-100083,2025-12-05,Medellín,Valle de Aburrá,Astromelia,Astromelia Exportación,Premium,1368,0.6,Distribuidor Mayorista,Cliente_8,Tarjeta de Crédito,Retenido en Aduana,328.07,Caja Master,14.46,3.3,83,15,0603.12.00,Aprobado,Florverde,FINCA-4,1,Petición de estado de cuenta del último mes,4,0,SI,SI,1148.87,Reclamo
FAC-100084,2025-04-27,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Estándar,2292,0.32,Exportación Europa,Cliente_46,PayPal,Cancelado,133.95,Caja Master,37.03,4.1,79,7,0603.12.00,Aprobado,Florverde,FINCA-5,1,Cobro injustificado de tarifa logística en la factura,0,0,SI,NO,867.39,Reclamo
FAC-100085,2026-01-31,Pereira,Dosquebradas,Girasol,Girasol Exportación,Segunda,4740,2.19,Distribuidor Mayorista,Cliente_11,Transferencia Bancaria,Cancelado,38.68,Procon (Balde),74.18,2.7,75,16,0603.12.00,Aprobado,Ninguno,FINCA-2,2,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,10419.28,Reclamo
FAC-100086,2025-05-29,Pereira,Zona Cafetera,Rosa,Rosa Exportación,Segunda,4848,0.7,Mercado Local,Cliente_27,Carta de Crédito,Retenido en Aduana,325.45,Caja Master,42.1,5.9,86,8,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,1,Faltaron 5 docenas de claveles en la caja master,0,0,NO,SI,3719.05,Petición
FAC-100087,2025-02-10,Pereira,Zona Cafetera,Rosa,Rosa Exportación,Premium,2436,0.33,Exportación EE.UU.,Cliente_7,Efectivo,Entregado,146.15,Procon (Balde),61.17,5.5,77,19,0603.12.00,Aprobado,Ninguno,FINCA-4,3,Deberían implementar empaques biodegradables,0,0,SI,NO,950.03,Reclamo
FAC-100088,2026-03-14,Bogotá,Zona Sur,Rosa,Rosa Exportación,Segunda,4728,1.01,E-commerce,Cliente_26,Tarjeta de Crédito,Cancelado,241.94,Procon (Balde),47.15,3.1,95,9,0603.12.00,Rechazado,Ninguno,FINCA-2,3,Deberían implementar empaques biodegradables,0,0,NO,SI,5017.22,Petición
FAC-100089,2025-04-30,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Estándar,4356,0.68,Exportación EE.UU.,Cliente_47,PayPal,Retenido en Aduana,316.97,Procon (Balde),59.56,8.3,90,5,0603.12.00,Aprobado,Florverde,FINCA-3,2,Pongan un centro de acopio más cercano a Rionegro,6,0,SI,SI,3279.05,Reclamo
FAC-100090,2026-03-20,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Premium,3132,0.32,Mercado Local,Cliente_48,Efectivo,En Tránsito,214.05,Ramo Individual,74.76,7.7,89,7,0603.12.00,Aprobado,Ninguno,FINCA-4,4,El asesor comercial fue grosero al teléfono,0,0,SI,NO,1216.29,Reclamo
FAC-100091,2025-02-21,Bogotá,Sabana Centro,Clavel,Clavel Exportación,Estándar,1956,2.11,Exportación EE.UU.,Cliente_24,Carta de Crédito,Retenido en Aduana,342.7,Caja Master,52.51,4.0,91,11,0603.11.00,Aprobado,Ninguno,FINCA-4,4,Mala atención en el counter de despacho,0,0,NO,SI,4469.86,Petición
FAC-100092,2025-07-14,Bogotá,Zona Norte,Clavel,Clavel Exportación,Estándar,3240,0.41,Exportación Europa,Cliente_21,Efectivo,Cancelado,135.05,Procon (Balde),66.59,7.8,85,15,0603.12.00,Aprobado,Florverde,FINCA-2,5,El asesor comercial fue grosero al teléfono,2,0,SI,NO,1463.45,Reclamo
FAC-100093,2025-05-23,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Premium,204,1.4,Exportación EE.UU.,Cliente_41,Carta de Crédito,Retenido en Aduana,39.78,Procon (Balde),54.65,6.2,80,12,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,1,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,325.38,Reclamo
FAC-100094,2025-08-21,Pereira,Dosquebradas,Orquídea,Orquídea Exportación,Segunda,3636,1.78,E-commerce,Cliente_20,Tarjeta de Crédito,Pendiente,102.89,Ramo Individual,7.98,8.2,87,6,0603.11.00,Rechazado,Florverde,FINCA-5,5,Sugiero habilitar pagos con criptomonedas para exportación,0,24,SI,SI,6574.97,Reclamo
FAC-100095,2025-11-22,Medellín,La Ceja,Clavel,Clavel Exportación,Segunda,2088,1.04,Distribuidor Mayorista,Cliente_9,PayPal,En Tránsito,276.05,Procon (Balde),52.26,4.8,81,6,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,2,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,2447.57,Reclamo
FAC-100096,2026-03-04,Medellín,Rionegro,Astromelia,Astromelia Exportación,Premium,3180,1.04,E-commerce,Cliente_30,Transferencia Bancaria,Entregado,138.74,Ramo Individual,40.61,7.6,89,19,0603.12.00,Rechazado,Ninguno,FINCA-5,3,Cobro injustificado de tarifa logística en la factura,0,0,SI,SI,3445.94,Reclamo
FAC-100097,2025-07-06,Medellín,Rionegro,Hortensia,Hortensia Exportación,Segunda,4044,1.53,E-commerce,Cliente_38,Transferencia Bancaria,Pendiente,120.12,Procon (Balde),79.39,4.9,82,8,0603.11.00,Aprobado,Florverde,FINCA-2,2,El asesor comercial fue grosero al teléfono,0,0,SI,NO,6307.44,Reclamo
FAC-100098,2025-03-25,Medellín,Valle de Aburrá,Hortensia,Hortensia Exportación,Estándar,4044,0.44,Exportación Europa,Cliente_16,Carta de Crédito,Pendiente,349.93,Caja Master,64.01,8.3,76,12,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,4,Sugiero habilitar pagos con criptomonedas para exportación,3,0,SI,SI,2129.29,Reclamo
FAC-100099,2025-07-09,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Segunda,5976,0.77,Exportación EE.UU.,Cliente_13,Tarjeta de Crédito,Entregado,277.73,Caja Master,32.16,8.6,79,8,0603.12.00,Rechazado,Rainforest Alliance,FINCA-3,5,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,4879.25,Reclamo
FAC-100100,2025-07-01,Bogotá,Zona Sur,Clavel,Clavel Exportación,Estándar,1488,0.44,Exportación Europa,Cliente_43,PayPal,Retenido en Aduana,236.98,Procon (Balde),78.52,5.4,82,12,0603.11.00,Aprobado,Ninguno,FINCA-3,5,Cobro injustificado de tarifa logística en la factura,3,0,SI,SI,891.7,Reclamo
FAC-100101,2025-04-18,Cali,Zona Industrial,Clavel,Clavel Exportación,Segunda,3636,1.94,Distribuidor Mayorista,Cliente_38,PayPal,Entregado,65.2,Ramo Individual,68.94,5.7,85,5,0603.11.00,Rechazado,Florverde,FINCA-1,4,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,7119.04,Queja
FAC-100102,2025-12-10,Pereira,Dosquebradas,Orquídea,Orquídea Exportación,Premium,1656,1.72,Exportación EE.UU.,Cliente_37,Efectivo,En Tránsito,346.81,Ramo Individual,16.73,6.6,85,13,0603.11.00,Rechazado,Rainforest Alliance,FINCA-3,5,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,3195.13,Reclamo
FAC-100103,2025-05-17,Pereira,Dosquebradas,Girasol,Girasol Exportación,Premium,4272,1.11,Mercado Local,Cliente_31,PayPal,En Tránsito,81.95,Procon (Balde),46.56,8.1,81,18,0603.11.00,Aprobado,Ninguno,FINCA-1,1,Petición de estado de cuenta del último mes,0,0,SI,NO,4823.87,Reclamo
FAC-100104,2025-12-26,Medellín,Rionegro,Rosa,Rosa Exportación,Segunda,228,1.05,E-commerce,Cliente_4,Tarjeta de Crédito,En Tránsito,211.35,Procon (Balde),37.49,3.0,81,10,0603.11.00,Aprobado,Ninguno,FINCA-4,1,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,450.75,Reclamo
FAC-100105,2026-04-25,Pereira,Dosquebradas,Clavel,Clavel Exportación,Estándar,5568,0.21,Distribuidor Mayorista,Cliente_9,PayPal,Retenido en Aduana,70.27,Procon (Balde),19.81,8.6,90,17,0603.12.00,Rechazado,Rainforest Alliance,FINCA-3,1,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,1239.55,Reclamo
FAC-100106,2025-12-16,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Premium,2184,1.22,Exportación Europa,Cliente_8,Carta de Crédito,Retenido en Aduana,101.48,Caja Master,13.22,5.1,79,18,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,5,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,2765.96,Reclamo
FAC-100107,2025-11-28,Medellín,Valle de Aburrá,Rosa,Rosa Exportación,Segunda,3708,1.99,Distribuidor Mayorista,Cliente_20,Tarjeta de Crédito,Pendiente,294.44,Procon (Balde),18.66,6.3,81,10,0603.11.00,Aprobado,Florverde,FINCA-1,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,7673.36,Reclamo
FAC-100108,2025-02-06,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Estándar,5208,0.37,E-commerce,Cliente_43,Carta de Crédito,Entregado,340.83,Procon (Balde),55.93,4.7,77,5,0603.12.00,Aprobado,Ninguno,FINCA-2,3,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,2267.79,Reclamo
FAC-100109,2025-11-08,Cali,Zona Industrial,Hortensia,Hortensia Exportación,Estándar,3972,1.33,Exportación EE.UU.,Cliente_25,Carta de Crédito,En Tránsito,342.45,Caja Master,9.02,8.4,85,8,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,3,Pongan un centro de acopio más cercano a Rionegro,4,0,SI,NO,5625.21,Reclamo
FAC-100110,2025-11-22,Bogotá,Zona Sur,Orquídea,Orquídea Exportación,Premium,4788,2.11,Exportación Europa,Cliente_5,PayPal,Entregado,166.03,Caja Master,45.97,3.8,90,9,0603.11.00,Rechazado,Florverde,FINCA-3,4,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,10268.71,Queja
FAC-100111,2025-03-29,Bogotá,Sabana Occidente,Orquídea,Orquídea Exportación,Estándar,3480,0.44,E-commerce,Cliente_48,Efectivo,Cancelado,158.37,Caja Master,54.27,3.5,76,5,0603.12.00,Rechazado,Rainforest Alliance,FINCA-4,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,1689.57,Reclamo
FAC-100112,2025-10-01,Cali,Palmira,Orquídea,Orquídea Exportación,Estándar,396,0.39,Distribuidor Mayorista,Cliente_25,PayPal,Cancelado,167.2,Caja Master,23.24,5.3,80,9,0603.12.00,Aprobado,Ninguno,FINCA-4,4,Deberían implementar empaques biodegradables,5,0,SI,NO,321.64,Reclamo
FAC-100113,2026-01-09,Bogotá,Zona Sur,Clavel,Clavel Exportación,Estándar,972,1.51,Mercado Local,Cliente_40,Efectivo,Cancelado,233.52,Caja Master,26.35,3.3,94,9,0603.12.00,Rechazado,Florverde,FINCA-5,4,Requiero catálogo de nuevas variedades de hortensias,1,0,NO,SI,1701.24,Petición
FAC-100114,2025-05-06,Bogotá,Zona Norte,Girasol,Girasol Exportación,Segunda,4152,2.03,Exportación Europa,Cliente_48,Efectivo,En Tránsito,234.17,Procon (Balde),5.4,1.7,91,16,0603.11.00,Rechazado,Rainforest Alliance,FINCA-4,4,Solicito copia del certificado fitosanitario de exportación,0,0,NO,SI,8662.73,Petición
FAC-100115,2025-03-25,Pereira,Dosquebradas,Girasol,Girasol Exportación,Estándar,2772,0.44,E-commerce,Cliente_49,Transferencia Bancaria,En Tránsito,110.76,Procon (Balde),20.17,5.4,83,5,0603.11.00,Rechazado,Ninguno,FINCA-4,3,Deberían implementar empaques biodegradables,0,0,SI,SI,1330.44,Reclamo
FAC-100116,2025-08-25,Pereira,Dosquebradas,Hortensia,Hortensia Exportación,Estándar,120,0.89,Distribuidor Mayorista,Cliente_3,Tarjeta de Crédito,Retenido en Aduana,294.65,Ramo Individual,18.48,5.1,77,8,0603.12.00,Rechazado,Ninguno,FINCA-3,2,Faltaron 5 docenas de claveles en la caja master,0,0,SI,SI,401.45,Reclamo
FAC-100117,2025-07-14,Medellín,Rionegro,Astromelia,Astromelia Exportación,Premium,1152,2.38,Distribuidor Mayorista,Cliente_20,Tarjeta de Crédito,En Tránsito,150.71,Procon (Balde),52.05,6.4,85,15,0603.11.00,Rechazado,Ninguno,FINCA-5,4,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,2892.47,Reclamo
FAC-100118,2025-05-19,Bogotá,Zona Sur,Hortensia,Hortensia Exportación,Premium,4524,2.4,Exportación Europa,Cliente_31,Carta de Crédito,Pendiente,67.12,Procon (Balde),34.24,3.7,75,5,0603.11.00,Rechazado,Florverde,FINCA-3,5,Petición de estado de cuenta del último mes,0,0,SI,SI,10924.72,Reclamo
FAC-100119,2026-04-19,Pereira,Dosquebradas,Hortensia,Hortensia Exportación,Segunda,3900,1.74,Exportación EE.UU.,Cliente_43,PayPal,Pendiente,150.57,Procon (Balde),48.42,3.4,93,15,0603.11.00,Aprobado,Ninguno,FINCA-5,5,Petición de estado de cuenta del último mes,0,12,NO,NO,6936.57,Reclamo
FAC-100120,2025-11-24,Medellín,Guarne,Clavel,Clavel Exportación,Estándar,1656,0.49,Mercado Local,Cliente_25,Tarjeta de Crédito,Retenido en Aduana,222.36,Caja Master,16.34,7.7,78,15,0603.12.00,Aprobado,Florverde,FINCA-5,3,El asesor comercial fue grosero al teléfono,0,0,SI,SI,1033.8,Reclamo
FAC-100121,2025-12-19,Pereira,Dosquebradas,Orquídea,Orquídea Exportación,Premium,1776,0.86,Distribuidor Mayorista,Cliente_5,PayPal,Retenido en Aduana,182.59,Caja Master,59.73,6.5,98,17,0603.12.00,Rechazado,Ninguno,FINCA-1,3,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,1709.95,Reclamo
FAC-100122,2025-10-13,Cali,Zona Industrial,Clavel,Clavel Exportación,Segunda,1020,1.29,Exportación Europa,Cliente_4,PayPal,Entregado,295.97,Caja Master,60.85,4.9,79,19,0603.12.00,Rechazado,Florverde,FINCA-1,4,Petición de estado de cuenta del último mes,0,0,SI,SI,1611.77,Reclamo
FAC-100123,2025-04-23,Medellín,Guarne,Rosa,Rosa Exportación,Estándar,4116,1.47,Mercado Local,Cliente_10,Tarjeta de Crédito,Cancelado,35.36,Caja Master,14.49,4.9,88,11,0603.12.00,Rechazado,Florverde,FINCA-2,4,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,6085.88,Queja
FAC-100124,2025-12-17,Medellín,Guarne,Hortensia,Hortensia Exportación,Estándar,5472,1.72,Exportación EE.UU.,Cliente_40,Efectivo,Entregado,277.67,Ramo Individual,21.63,6.0,78,20,0603.11.00,Rechazado,Rainforest Alliance,FINCA-4,5,El asesor comercial fue grosero al teléfono,6,0,SI,SI,9689.51,Reclamo
FAC-100125,2025-06-16,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Segunda,5088,0.65,Exportación Europa,Cliente_28,Transferencia Bancaria,Cancelado,63.46,Procon (Balde),37.2,6.1,78,14,0603.12.00,Rechazado,Florverde,FINCA-4,5,Sugiero habilitar pagos con criptomonedas para exportación,5,0,SI,SI,3370.66,Reclamo
FAC-100126,2026-03-08,Medellín,Rionegro,Astromelia,Astromelia Exportación,Premium,5376,0.3,E-commerce,Cliente_43,PayPal,Cancelado,77.16,Ramo Individual,24.35,8.9,82,9,0603.11.00,Aprobado,Ninguno,FINCA-4,3,Faltaron 5 docenas de claveles en la caja master,0,0,SI,NO,1689.96,Reclamo
FAC-100127,2026-01-29,Bogotá,Zona Norte,Hortensia,Hortensia Exportación,Segunda,384,0.26,Exportación EE.UU.,Cliente_49,Tarjeta de Crédito,Pendiente,94.81,Procon (Balde),29.79,7.9,81,5,0603.12.00,Aprobado,Ninguno,FINCA-5,5,Deberían implementar empaques biodegradables,1,0,SI,NO,194.65,Reclamo
FAC-100128,2026-02-02,Bogotá,Zona Sur,Orquídea,Orquídea Exportación,Premium,5040,0.77,E-commerce,Cliente_42,Efectivo,Pendiente,42.94,Ramo Individual,16.45,2.7,90,17,0603.12.00,Rechazado,Florverde,FINCA-4,1,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,SI,3923.74,Petición
FAC-100129,2025-01-29,Medellín,La Ceja,Hortensia,Hortensia Exportación,Estándar,1548,0.81,Exportación Europa,Cliente_42,Efectivo,Retenido en Aduana,171.64,Caja Master,56.63,8.7,82,19,0603.11.00,Rechazado,Rainforest Alliance,FINCA-3,4,Mala atención en el counter de despacho,0,0,SI,SI,1425.52,Reclamo
FAC-100130,2025-04-28,Pereira,Dosquebradas,Hortensia,Hortensia Exportación,Premium,672,0.62,Exportación EE.UU.,Cliente_24,Transferencia Bancaria,Entregado,235.86,Caja Master,43.96,5.6,93,12,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,1,El asesor comercial fue grosero al teléfono,0,48,NO,NO,652.5,Reclamo
FAC-100131,2026-02-25,Bogotá,Sabana Occidente,Astromelia,Astromelia Exportación,Segunda,2292,0.31,E-commerce,Cliente_17,Transferencia Bancaria,En Tránsito,213.79,Ramo Individual,36.73,4.9,94,16,0603.11.00,Aprobado,Florverde,FINCA-3,4,Cobro injustificado de tarifa logística en la factura,0,0,NO,NO,924.31,Reclamo
FAC-100132,2025-01-17,Medellín,La Ceja,Rosa,Rosa Exportación,Premium,5712,0.39,Exportación Europa,Cliente_19,Efectivo,Retenido en Aduana,255.7,Caja Master,65.74,5.2,79,7,0603.12.00,Aprobado,Ninguno,FINCA-5,3,Faltaron 5 docenas de claveles en la caja master,0,0,SI,SI,2483.38,Reclamo
FAC-100133,2026-02-17,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Segunda,3372,2.37,Distribuidor Mayorista,Cliente_6,Transferencia Bancaria,Cancelado,274.28,Ramo Individual,41.32,8.5,75,9,0603.12.00,Aprobado,Ninguno,FINCA-5,2,Cobro injustificado de tarifa logística en la factura,0,0,SI,NO,8265.92,Reclamo
FAC-100134,2025-06-11,Bogotá,Sabana Occidente,Hortensia,Hortensia Exportación,Estándar,3804,2.5,Exportación EE.UU.,Cliente_38,PayPal,En Tránsito,271.76,Ramo Individual,49.56,4.7,78,19,0603.12.00,Rechazado,Ninguno,FINCA-2,3,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,9781.76,Reclamo
FAC-100135,2025-07-25,Bogotá,Sabana Occidente,Rosa,Rosa Exportación,Segunda,4800,1.47,Distribuidor Mayorista,Cliente_48,Transferencia Bancaria,En Tránsito,266.68,Procon (Balde),68.12,4.2,88,18,0603.12.00,Rechazado,Florverde,FINCA-2,4,Faltaron 5 docenas de claveles en la caja master,5,0,NO,SI,7322.68,Queja
FAC-100136,2025-05-18,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Segunda,972,0.39,Mercado Local,Cliente_3,Transferencia Bancaria,En Tránsito,336.29,Ramo Individual,43.56,2.9,75,7,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,2,Petición de estado de cuenta del último mes,0,0,SI,SI,715.37,Reclamo
FAC-100137,2025-02-03,Pereira,Dosquebradas,Hortensia,Hortensia Exportación,Estándar,2160,0.17,Distribuidor Mayorista,Cliente_49,Carta de Crédito,Cancelado,54.73,Procon (Balde),12.95,4.8,78,10,0603.11.00,Aprobado,Florverde,FINCA-5,3,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,421.93,Reclamo
FAC-100138,2025-04-19,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Estándar,3312,2.46,Exportación Europa,Cliente_17,Tarjeta de Crédito,Pendiente,39.59,Ramo Individual,61.99,1.5,83,21,0603.11.00,Rechazado,Florverde,FINCA-2,5,Deberían implementar empaques biodegradables,0,0,SI,SI,8187.11,Reclamo
FAC-100139,2026-04-13,Medellín,Guarne,Crisantemo,Crisantemo Exportación,Premium,1836,2.32,Exportación EE.UU.,Cliente_13,Carta de Crédito,Entregado,140.49,Ramo Individual,21.36,2.4,75,18,0603.11.00,Rechazado,Ninguno,FINCA-4,4,Mala atención en el counter de despacho,0,0,SI,SI,4400.01,Reclamo
FAC-100140,2026-04-28,Bogotá,Zona Norte,Astromelia,Astromelia Exportación,Premium,3864,1.79,E-commerce,Cliente_32,Carta de Crédito,Retenido en Aduana,114.98,Procon (Balde),62.49,5.2,84,12,0603.11.00,Rechazado,Ninguno,FINCA-2,1,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,7031.54,Reclamo
FAC-100141,2025-10-18,Pereira,Dosquebradas,Rosa,Rosa Exportación,Segunda,5280,0.69,Distribuidor Mayorista,Cliente_30,Efectivo,En Tránsito,303.71,Ramo Individual,37.77,5.0,82,15,0603.11.00,Rechazado,Florverde,FINCA-3,1,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,3946.91,Reclamo
FAC-100142,2026-03-25,Bogotá,Zona Norte,Rosa,Rosa Exportación,Segunda,5460,0.89,Mercado Local,Cliente_3,Carta de Crédito,En Tránsito,149.83,Procon (Balde),71.46,8.3,76,7,0603.11.00,Aprobado,Ninguno,FINCA-4,4,Cobro injustificado de tarifa logística en la factura,0,0,SI,NO,5009.23,Reclamo
FAC-100143,2026-01-03,Bogotá,Zona Sur,Girasol,Girasol Exportación,Segunda,216,0.42,Distribuidor Mayorista,Cliente_11,Tarjeta de Crédito,Pendiente,225.01,Ramo Individual,58.33,4.6,83,18,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,5,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,315.73,Reclamo
FAC-100144,2025-06-11,Medellín,Valle de Aburrá,Clavel,Clavel Exportación,Premium,2988,2.2,Exportación Europa,Cliente_40,PayPal,Retenido en Aduana,51.21,Ramo Individual,14.57,7.9,83,8,0603.11.00,Aprobado,Ninguno,FINCA-1,5,Requiero catálogo de nuevas variedades de hortensias,7,0,SI,SI,6624.81,Reclamo
FAC-100145,2025-04-19,Medellín,Rionegro,Rosa,Rosa Exportación,Estándar,1284,1.72,E-commerce,Cliente_43,Carta de Crédito,Retenido en Aduana,268.41,Caja Master,74.13,3.7,86,14,0603.11.00,Aprobado,Florverde,FINCA-2,4,La rosa llegó marchita y sin cadena de frío,0,0,NO,SI,2476.89,Reclamo
FAC-100146,2025-12-02,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Premium,5304,0.88,Distribuidor Mayorista,Cliente_27,Transferencia Bancaria,Cancelado,300.59,Procon (Balde),59.14,7.8,96,6,0603.12.00,Aprobado,Florverde,FINCA-2,3,Petición de estado de cuenta del último mes,0,0,SI,NO,4968.11,Reclamo
